https://home.kepco.co.kr/kepco/front/img/main_r/story_bg10.jpg,중소기업 에너지 기술마켓
https://home.kepco.co.kr/kepco/front/img/main_r/story_bg11.jpg,퇴직 재취업 정보공유 포털
https://home.kepco.co.kr/kepco/front/img/main_r/story_bg12.jpg,내일의 예술展
https://home.kepco.co.kr/kepco/front/img/main_r/banner19.jpg,지역이 강한나라 균형잡힌 대한민국
https://home.kepco.co.kr/kepco/front/img/main_r/banner22.jpg,에너지정보소통센터 다양한 에너지 정보를 만나보세요
https://home.kepco.co.kr/kepco/front/img/main_r/banner27.jpg,국민권익위원회 세상을 바꾸는 용기 부패 공익신고
https://home.kepco.co.kr/kepco/front/img/main_r/banner34.jpg,"코로나바이러스감염증-19 신속한 정보를 확인하세요. 중앙사고수습본부, 중앙방역대책본부"
https://home.kepco.co.kr/kepco/front/img/main_r/banner36.jpg,복지r함께만드는 복지
https://home.kepco.co.kr/kepco/front/img/main_r/banner38.jpg,"나의 빛나는 아이디어 ON, 국민생활 불편은 OFF 국민참여예산"
https://home.kepco.co.kr/kepco/front/img/main_r/banner40.jpg,한국전력 기업성장응답센터(중소기업옴브즈만공동)
https://home.kepco.co.kr/kepco/front/img/main_r/banner42.jpg,대국민 아차사고 신고제를 운영합니다.
https://home.kepco.co.kr/kepco/front/img/common_r/web_mark.jpg,국가공인 웹 접근성 품질인증마크
https://home.kepco.co.kr/kepco/front/img/common_r/qr_code.jpg,KEPCO QR코드 (http://m.site.naver.com/0xuhR)
